"PLANT_ID","LIB","ALIAS","VCF_NAME","ACC","NAT_PAPER_LIB","PLANTED_2018","COVERAGE_CATEGORY","COLLECTION_TYPE","COLLECTION_METHOD","TAXON","SOURCE_ID_1","SOURCE_ID_2","LIB_NOTES","COLL_DATE","LATITUDE","LONGITUDE","ELEVATION","NOTE_LATLONG","COUNTRY","STATE","COUNTY","LOCALITY","APPROX_COVERAGE","APPROX_BP_MAPPED","GOOD_PAIRED_READS","MINOR_LIB","MINOR_LIB_COV","MINOR_LIB_VCF_NAME","OLD_META_PLOIDY","PLD_SNP","NQUIRE_CDS_20","NQUIRE_FULL_20","NQUIRE_NSNPS_20","NQUIRE_PLOIDY","NQUIRE_CONFIDENCE","MINOR_LIB_NQUIRE_CDS_20","MNP_CDS_PLOIDY","MNP_GENIC_PLOIDY","OLD_TOT_PLOIDY","OLD_TOT_PLOIDY_CONFIDENCE","UNI_ACC","PPG_FILT_NOTE","PPG_NATIVE","PPG_CONTAMINANT"
"J530.A","IEPJ",NA,"J530.A","J530","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674668",NA,"These could be kept. Site in NY could be both east coast and midwest, and admixed also have high h0",NA,41.16611111,-74.26833333,683,NA,"USA","New York","Orange","Sterling Forest area on NE side of Sterling Forest lake, Orange County. Major Land Resource Area 144A.",37.19,42015908100,280106054,NA,NA,NA,"4X","4X","4X",NA,1485973,"4X",1,NA,"4X","?X","4X",3,"PI_674668",NA,NA,NA
"J535.A","IEPL",NA,"J535.A","J535","Y","Y","paper_732g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","Pederles",NA,"NA","12/10/15",30.24331,-98.0064274,454,NA,"USA","Texas","Travis","Ecolab Property. Pedernales River",37.87,42787890150,285252601,NA,NA,NA,"4X","4X","4X",NA,964869,"4X",1,NA,"4X","4X","4X",4,"Pederles",NA,NA,NA
"J536.A","IEPM",NA,"J536.A","J536","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674674",NA,"These could be kept. Site in NY could be both east coast and midwest, and admixed also have high h0",NA,41.104452,-73.451446,27,NA,"USA","New York","Suffolk","NCC Campus, Suffolk County. Major Land Resource Area 149B.",34.43,38903427150,259356181,NA,NA,NA,"4X","4X","4X",NA,1469151,"4X",1,NA,"?X","?X","4X",2,"PI_674674","Split ACC; one sample is 100% ATLANTIC and clusters in region; 50% MW, 50% ATLANTIC; do we believe that there is natural level of 4X admixture here (without finding MW 4X); Sample removed in Nature paper analysis","F","F"
"J539.A","IEPN",NA,"J539.A","J539","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674677",NA,"NA",NA,41.104452,-73.451446,27,NA,"USA","New York","Suffolk","NCC Campus, Suffolk County. Major Land Resource Area 149B.",35.23,39808904400,265392696,NA,NA,NA,"4X","4X","4X",NA,1479620,"4X",1,NA,"?X","?X","4X",2,"PI_674677","Near LI sound, collected on Community College campus; 4X, 50% MW, 50% ATLANTIC; another sample from same locality is 100% ATLANTIC; do we believe that there is this natural level of 4X admixture here?; ACC was removed from Nature paper analysis","F","F"
"J540.A","IEPP",NA,"J540.A","J540","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674678",NA,"NA",NA,41.017143,-72.001407,43,NA,"USA","New York","Suffolk","TRC Park, Suffolk County. Major Land Resource Area 149B.",34.01,38425932450,256172883,NA,NA,NA,"4X","4X","4X",NA,1042488,"4X",1,NA,"4X","4X","4X",4,"PI_674678",NA,NA,NA
"J542.A","IEPQ",NA,"J542.A","J542","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674680",NA,"NA",NA,41.032321,-72.196464,1,NA,"USA","New York","Suffolk","Sammy's Beach, Suffolk County. Major Land Resource Area 149B.",21.91,24751299150,165008661,NA,NA,NA,"4X","4X","4X",NA,770826,"4X",1,NA,"4X","4X","4X",4,"PI_674680",NA,NA,NA
"J574.A","IEPT",NA,"J574.A","J574","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI 674712",NA,"NA",NA,40.981698,-72.616528,28,NA,"USA","New York","Suffolk","Suffolk County. Major Land Resource Area 144B.",37.17,41999449800,279996332,NA,NA,NA,"4X","4X","4X",NA,1032987,"4X",1,NA,"4X","4X","4X",4,"PI_674712",NA,NA,NA
"J576.A","IEPU",NA,"J576.A","J576","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Grif 17453",NA,"NA",NA,31.82015,-81.25658333,38,NA,"USA","Georgia","Bryan","Bryan County. Vicinity of 20000 Highway 144 Right of Way, Richmond Hill, Georgia",36.47,41204038050,274693587,NA,NA,NA,"4X","4X","4X",NA,840489,"4X",1,NA,"4X","4X","4X",4,"GRIF_17453",NA,NA,NA
"J577.A","IEPW",NA,"J577.A","J577","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Grif 17454",NA,"NA",NA,32.29675,-81.10216667,56,NA,"USA","South Carolina","Jasper","Jasper County. Vicinity of 1574 Church Road Right of Way, Hardeeville, South Carolina on north side of road",36.15,40838857800,272259052,NA,NA,NA,"4X","4X","4X",NA,973513,"4X",1,NA,"4X","4X","4X",4,"GRIF_17454",NA,NA,NA
"J578.A","IEPX",NA,"J578.A","J578","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Grif 17458",NA,"NA",NA,35.59595,-76.82933333,23,NA,"USA","North Carolina","Beaufort","Beaufort County. Vicinity of 716 Terr Ceia Road Right of Way, Pantego, North Carolina",30.19,34110307050,227402047,NA,NA,NA,"4X","4X","4X",NA,968075,"4X",1,NA,"4X","4X","4X",4,"GRIF_17458",NA,NA,NA
"J017.A","IEXH",NA,"J017.A","J017","Y","N","paper_732g","Cultivar","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI421901","MIAMI","NA",NA,25.76168,-80.19179,1,NA,"USA","Florida","Dade","Miami, Dade County.",37.81,42718994250,284793295,NA,NA,NA,"4X","4X","4X",NA,1079896,"4X",1,NA,"4X","4X","4X",4,"MIAMI",NA,NA,NA
"J018.A","IEXI",NA,"J018.A","J018","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI421999","AM-314/MS-155","NA",NA,35.426748,-91.83681,106,NA,"USA","Arkansas","White","Pangburn",38.61,43626098550,290840657,NA,NA,NA,"4X","4X","4X",NA,969362,"4X",1,NA,"4X","4X","4X",4,"PI_421999","Should be ""Breeding Selection""; GRIN record says is cultivated material; clusters with other cultivated material","F","F"
"J019.L1","IEXJ",NA,"J019.L1","J019","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI422000","F-686","NA",NA,27.748362,-80.436163,4,NA,"USA","Florida","Indian River","Wabasso, Indian River County.",36.27,40977989100,273186594,NA,NA,NA,"4X","4X","4X",NA,985407,"4X",1,NA,"4X","4X","4X",4,"PI_422000",NA,NA,NA
"J019.L2","IEXK",NA,"J019.L2","J019","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI422000","F-686","NA",NA,27.748362,-80.436163,4,NA,"USA","Florida","Indian River","Wabasso, Indian River County.",36.89,41682190350,277881269,NA,NA,NA,"4X","4X","4X",NA,789041,"4X",1,NA,"4X","4X","4X",4,"PI_422000",NA,NA,NA
"J019.L3","IEXL",NA,"J019.L3","J019","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI422000","F-686","NA",NA,27.748362,-80.436163,4,NA,"USA","Florida","Indian River","Wabasso, Indian River County.",37.6,42481307550,283208717,NA,NA,NA,"4X","4X","4X",NA,946934,"4X",1,NA,"4X","4X","4X",4,"PI_422000",NA,NA,NA
"J022.A","IEXM",NA,"J022.A","J022","Y","Y","paper_732g","Cultivar","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI422006","ALAMO","NA","9/29/77",28.3325,-98.117505,48,NA,"USA","Texas","Live Oak","George West, TX",38.34,43324396950,288829313,NA,NA,NA,"4X","4X","4X",NA,1020220,"4X",1,NA,"4X","4X","4X",4,"ALAMO",NA,NA,NA
"J029.L1","IEXN",NA,"J029.L1","J029","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI476293","T 2101","NA",NA,39.222976,-74.992585,3,NA,"USA","New Jersey","Cumberland","Heislerville, New Jersey",37.73,42629189250,284194595,NA,NA,NA,"4X","4X","4X",NA,1278203,"4X",1,NA,"4X","4X","4X",4,"PI_476293","Split ACC; clusters with J029.B; 48% ATLANTIC, 52% MW; probably ok","T","F"
"J029.L2","IEXP",NA,"J029.L2","J029","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI476293","T 2101","NA",NA,39.222976,-74.992585,3,NA,"USA","New Jersey","Cumberland","Heislerville, New Jersey",36.11,40796102550,271974017,NA,NA,NA,"4X","4X","4X",NA,1280596,"4X",1,NA,"4X","4X","4X",4,"PI_476293","Split ACC; this is a lone sample that is 42% ATLANTIC, 29% GULF, 29% MW; probably ok, though maybe the Gulf part is contamination?","T","M"
"J029.L3","IEXQ",NA,"J029.L3","J029","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI476293","T 2101","NA",NA,39.222976,-74.992585,3,NA,"USA","New Jersey","Cumberland","Heislerville, New Jersey",36.63,41385712050,275904747,NA,NA,NA,"4X","4X","4X",NA,1287497,"4X",1,NA,"4X","4X","4X",4,"PI_476293","Split ACC; 75% ATLANTIC, 25% MW; is suspicious because genetically close to J026.B from NC, but that sample is ATLANTIC + GULF, so seems like the shared ancestry between samples must be very similar; I think there might be some cross contamination with J026.B","F","M"
"J036.L1","IEXS",NA,"J036.L1","J036","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI478002","T 6011","NA","5/2/55",44.520755,-99.200387,525,NA,"USA","South Dakota","Hand","Hand County, North Dakota",34.59,39079297350,260528649,NA,NA,NA,"4X","4X","4X",NA,1031131,"4X",1,NA,"4X","4X","4X",4,"PI_478002","Is Dacotah; 65% MW-4X, 35% 8X-West","F","F"
"J036.L2","IEXT",NA,"J036.L2","J036","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI478002","T 6011","NA","5/3/55",44.520755,-99.200387,525,NA,"USA","South Dakota","Hand","Hand County, North Dakota",35.45,40048037400,266986916,NA,NA,NA,"4X","4X","4X",NA,990481,"4X",1,NA,"4X","4X","4X",4,"PI_478002","Is Dacotah; 70% MW-4X, 30% 8X-West","F","F"
"J036.L3","IEXU",NA,"J036.L3","J036","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI478002","T 6011","NA","5/4/55",44.520755,-99.200387,525,NA,"USA","South Dakota","Hand","Hand County, North Dakota",36.59,41341715100,275611434,NA,NA,NA,"4X","4X","4X",NA,1010599,"4X",1,NA,"4X","4X","4X",4,"PI_478002","Is Dacotah; 67% MW-4X, 33% 8X-West","F","F"
"J173.A","IEXW",NA,"J173.A","J173","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI659344","9086101","NA","9/22/06",40.62472222,-74.17888889,2,NA,"USA","New York","Richmond","Gulf Avenue Southwest to Fasset Avenue, Richmond County. Major Land Resource Area 144A.",35.88,40536259200,270241728,NA,NA,NA,"4X","4X","4X",NA,1105823,"4X",1,NA,"4X","4X","4X",4,"PI_659344",NA,NA,NA
"J174.A","IEXX",NA,"J174.A","J174","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI659345","9086103","NA","9/27/06",42.673664,-73.559413,198,NA,"USA","New York","Rensselaer","Mt. Loretto, main meadow, Rensselaer County. Major Land Resource Area 144A.",37.79,42698841750,284658945,NA,NA,NA,"4X","4X","4X",NA,1027337,"4X",1,NA,"4X","4X","4X",4,"PI_659345",NA,NA,NA
"J175.A","IEXY",NA,"J175.A","J175","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI659346","9086104","NA","10/5/06",40.60166667,-74.06916667,39,NA,"USA","New York","Richmond","Elb Pond Park, Richmond County. Major Land Resource Area 144A.",38.31,43286062350,288573749,NA,NA,NA,"4X","4X","4X",NA,1054967,"4X",1,NA,"4X","4X","4X",4,"PI_659346",NA,NA,NA
"J179.L2","IEYA",NA,"J179.L2","J179","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666209","2009FL-004","NA","9/15/09",29.52333333,-81.92888889,18,NA,NA,"Florida","Putnam","Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060533). 3.6 miles south on Hwy 315 from CR 310, Putnam County",35.92,40583798400,270558656,NA,NA,NA,"4X","4X","4X",NA,1056796,"4X",1,NA,"4X","4X","4X",4,"PI_666209","Split ACC; 2 samples cluster with Atlantic+Gulf FL cluster; this clusters with MIAMI","T","M"
"J179.L3","IEYB",NA,"J179.L3","J179","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666209","2009FL-004","other J179 has more appropriate geographic assignment. This one is admixed. Could exclude, but I suggest keeping","9/16/09",29.52333333,-81.92888889,18,NA,NA,"Florida","Putnam","Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060533). 3.6 miles south on Hwy 315 from CR 310, Putnam County",37.31,42150330600,281002204,NA,NA,NA,"4X","4X","4X",NA,1089709,"4X",1,NA,"4X","4X","4X",4,"PI_666209","Split ACC; 2 samples cluster with Atlantic+Gulf FL cluster; this clusters with MIAMI","T","M"
"J180.L1","IEYC",NA,"J180.L1","J180","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666210","2009FL-005","NA","9/14/09",29.365,-81.08472222,0,NA,NA,"Florida","Volusia","Tomoka State Park, Volusia County",36.86,41652141900,277680946,NA,NA,NA,"4X","4X","4X",NA,845219,"4X",1,NA,"4X","4X","4X",4,"PI_666210",NA,NA,NA
"J180.L2","IEYD",NA,"J180.L2","J180","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666210","2009FL-005","NA","9/15/09",29.365,-81.08472222,0,NA,NA,"Florida","Volusia","Tomoka State Park, Volusia County",36.5,41235709950,274904733,NA,NA,NA,"4X","4X","8X",NA,1253260,"8X",1,NA,"?X","?X","8X",2,"PI_666210",NA,NA,NA
"J180.L3","IEYE",NA,"J180.L3","J180","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666210","2009FL-005","NA","9/16/09",29.365,-81.08472222,0,NA,NA,"Florida","Volusia","Tomoka State Park, Volusia County",36.1,40783544700,271890298,NA,NA,NA,"4X","4X","4X",NA,999237,"4X",1,NA,"4X","4X","4X",4,"PI_666210",NA,NA,NA
"J181.A","IEYF",NA,"J181.A","J181","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666211","2009FL-007","NA","9/14/09",29.095,-80.97083333,1,NA,"USA","Florida","Volusia","US 1 on east side of road, Volusia County",37.29,42128091600,280853944,NA,NA,NA,"4X","4X","4X",NA,1018808,"4X",1,NA,"4X","4X","4X",4,"PI_666211",NA,NA,NA
"J185.A","IEYG",NA,"J185.A","J185","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666215","2009FL-017","NA","9/15/09",29.69416667,-83.27694444,11,NA,"USA","Florida","Dixie","US 19 between Cross City and Perry on east side of road, Dixie County",36.12,40804982400,272033216,NA,NA,NA,"4X","4X","4X",NA,1008795,"4X",1,NA,"4X","4X","4X",4,"PI_666215",NA,NA,NA
"J186.L1","IEYH",NA,"J186.L1","J186","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666216","2009FL-026","NA","9/17/09",29.98583333,-84.38666667,1,NA,NA,"Florida","Wakulla","Collected at site previously documented by Natural Resources Conservation Service, Brooksville Plant Material Center (collection number 9060504). 1.3 miles N on US 98 from Wakulla/Franklin county line on east side of road, Wakulla County",35.09,39649460100,264329734,NA,NA,NA,"4X","4X","4X",NA,997824,"4X",1,NA,"4X","4X","4X",4,"PI_666216",NA,NA,NA
"J188.L1","IEYI",NA,"J188.L1","J188","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666218","2009FL-029","NA","9/17/09",29.68555556,-85.36888889,1,NA,NA,"Florida","Gulf","CR 30E on way to St. Joseph Peninsula State Park on east side of road, Gulf County",36.92,41717689350,278117929,NA,NA,NA,"4X","4X","8X",NA,1464893,"8X",1,NA,"8X","?X","8X",3,"PI_666218",NA,NA,NA
"J188.L2","IEYJ",NA,"J188.L2","J188","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666218","2009FL-029","NA","9/18/09",29.68555556,-85.36888889,1,NA,NA,"Florida","Gulf","CR 30E on way to St. Joseph Peninsula State Park on east side of road, Gulf County",35.36,39956206350,266374709,NA,NA,NA,"4X","4X","4X",NA,979939,"4X",1,NA,"4X","4X","4X",4,"PI_666218",NA,NA,NA
"J188.L3","IEYK",NA,"J188.L3","J188","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI666218","2009FL-029","NA","9/19/09",29.68555556,-85.36888889,1,NA,NA,"Florida","Gulf","CR 30E on way to St. Joseph Peninsula State Park on east side of road, Gulf County",36.94,41740128900,278267526,NA,NA,NA,"4X","4X","4X",NA,975752,"4X",1,NA,"4X","4X","4X",4,"PI_666218",NA,NA,NA
"J192.A","IEYL",NA,"J192.A","J192","Y","Y","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667580","SE2012-004","NA","9/18/12",34.05861667,-78.6312,8,NA,"USA","North Carolina","Columbus","Columbus County. Vicinity of 13704 Seven Creeks Highway (Highway 905) Right of Way",33.44,37783644750,251890965,NA,NA,NA,"4X","4X","4X",NA,888813,"4X",1,NA,"4X","4X","4X",4,"PI_667580",NA,NA,NA
"J192.L1","IEYM",NA,"J192.L1","J192","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667580","SE2012-004","NA","9/19/12",34.05861667,-78.6312,8,NA,NA,"North Carolina","Columbus","Columbus County. Vicinity of 13704 Seven Creeks Highway (Highway 905) Right of Way",31.9,36042892050,240285947,NA,NA,NA,"4X","4X","8X",NA,1196258,"8X",1,NA,"?X","4X","8X",1,"PI_667580",NA,NA,NA
"J192.L2","IEYN",NA,"J192.L2","J192","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667580","SE2012-004","NA","9/20/12",34.05861667,-78.6312,8,NA,NA,"North Carolina","Columbus","Columbus County. Vicinity of 13704 Seven Creeks Highway (Highway 905) Right of Way",38.24,43208433600,288056224,NA,NA,NA,"4X","4X","4X",NA,938179,"4X",1,NA,"4X","4X","4X",4,"PI_667580",NA,NA,NA
"J192.L3","IEYP",NA,"J192.L3","J192","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667580","SE2012-004","NA","9/21/12",34.05861667,-78.6312,8,NA,NA,"North Carolina","Columbus","Columbus County. Vicinity of 13704 Seven Creeks Highway (Highway 905) Right of Way",36.73,41503411800,276689412,NA,NA,NA,"4X","4X","4X",NA,958783,"4X",1,NA,"4X","4X","4X",4,"PI_667580",NA,NA,NA
"J193.L1","IEYQ",NA,"J193.L1","J193","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667581","SE2012-005","NA","9/19/12",34.32108333,-78.41128333,19,NA,NA,"North Carolina","Columbus","Columbus County. Vicinity of 15123 Sam Potts Highway (Highway 214) Right of Way on south side of road, Bolton, North Carolina",35.55,40168890000,267792600,NA,NA,NA,"4X","4X","4X",NA,955495,"4X",1,NA,"4X","4X","4X",4,"PI_667581",NA,NA,NA
"J193.L2","IEYR",NA,"J193.L2","J193","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667581","SE2012-005","NA","9/20/12",34.32108333,-78.41128333,19,NA,NA,"North Carolina","Columbus","Columbus County. Vicinity of 15123 Sam Potts Highway (Highway 214) Right of Way on south side of road, Bolton, North Carolina",35.6,40223589000,268157260,NA,NA,NA,"4X","4X","4X",NA,1030626,"4X",1,NA,"4X","4X","4X",4,"PI_667581",NA,NA,NA
"J193.L3","IEYS",NA,"J193.L3","J193","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667581","SE2012-005","NA","9/21/12",34.32108333,-78.41128333,19,NA,NA,"North Carolina","Columbus","Columbus County. Vicinity of 15123 Sam Potts Highway (Highway 214) Right of Way on south side of road, Bolton, North Carolina",35.85,40504868100,270032454,NA,NA,NA,"4X","4X","4X",NA,999632,"4X",1,NA,"4X","4X","4X",4,"PI_667581",NA,NA,NA
"J205.L1","IEYU",NA,"J205.L1","J205","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667593","Grif 17423","NA","12/28/11",34.630017,-77.773433,5,NA,NA,"North Carolina","Pender","Pender County, 10808 Hwy 53 E, Maple Hill, NC",35.52,40129753650,267531691,NA,NA,NA,"4X","4X","4X",NA,845173,"4X",1,NA,"4X","4X","4X",4,"PI_667593",NA,NA,NA
"J205.L2","IEYW",NA,"J205.L2","J205","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667593","Grif 17423","NA","12/29/11",34.630017,-77.773433,5,NA,NA,"North Carolina","Pender","Pender County, 10808 Hwy 53 E, Maple Hill, NC",35.45,40056399300,267042662,NA,NA,NA,"4X","4X","4X",NA,952724,"4X",1,NA,"4X","4X","4X",4,"PI_667593",NA,NA,NA
"J205.L3","IEYX",NA,"J205.L3","J205","Y","N","paper_732g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667593","Grif 17423","NA","12/30/11",34.630017,-77.773433,5,NA,NA,"North Carolina","Pender","Pender County, 10808 Hwy 53 E, Maple Hill, NC",35.97,40636177200,270907848,NA,NA,NA,"4X","4X","4X",NA,800583,"4X",1,NA,"4X","4X","4X",4,"PI_667593",NA,NA,NA
"J249.C","IEYZ",NA,"J249.C","J249","Y","Y","paper_732g","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum",NA,NA,"NA","11/15/14",30.15,-97.69,165,"Location Approximate","USA","Texas","Travis",NA,37.01,41817968400,278786456,NA,NA,NA,"4X","4X","4X",NA,980912,"4X",1,NA,"4X","4X","4X",4,"HMP","Split cluster, other samples also in ""Cultivar supercluster""; this sample clusters with Alamo; seems like an introduction","F","F"
"J250.B","IEZA",NA,"J250.B","J250","Y","Y","paper_732g","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum",NA,NA,"NA","11/15/14",30.33,-98.12,283,"Location Approximate","USA","Texas","Travis",NA,35.86,40516086150,270107241,NA,NA,NA,"4X","4X","4X",NA,1055396,"4X",1,NA,"4X","4X","4X",4,"RMR",NA,NA,NA
"J250.C","IEZB",NA,"J250.C","J250","Y","Y","paper_732g","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum",NA,NA,"NA","11/15/14",30.33,-98.12,283,"Location Approximate","USA","Texas","Travis",NA,37.61,42493263300,283288422,NA,NA,NA,"4X","4X","4X",NA,1016506,"4X",1,NA,"4X","4X","4X",4,"RMR",NA,NA,NA
"J251.B","IEZC",NA,"J251.B","J251","Y","Y","paper_732g","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum",NA,NA,"NA","11/15/14",30.29,-97.74,183,"Location Approximate","USA","Texas","Travis",NA,33.81,38202075900,254680506,NA,NA,NA,"4X","4X","4X",NA,961462,"4X",1,NA,"4X","4X","4X",4,"SHC","Part of Alamo cluster; clusters with weird MX sample; probably Alamo","F","F"
"J251.C","IEZD",NA,"J251.C","J251","Y","Y","paper_732g","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum",NA,NA,"NA","11/15/14",30.29,-97.74,183,"Location Approximate","USA","Texas","Travis",NA,38.92,43970041950,293133613,NA,NA,NA,"4X","4X","4X",NA,1010669,"4X",1,NA,"4X","4X","4X",4,"SHC","Part of Alamo cluster; clusters with weird MX sample; probably Alamo","F","F"
"J326.B","IEZE",NA,"J326.B","J326","Y","Y","paper_732g","Natural Collection","Supplied by John Reilley","Panicum virgatum",NA,NA,"NA","1/1/11",29.213186,-95.477781,9,"Approx @ County Center","USA","Texas","Brazoria",NA,37.83,42746395650,284975971,NA,NA,NA,"4X","4X","4X",NA,1137691,"4X",1,NA,"4X","4X","4X",4,"BRAZORIA",NA,NA,NA
"J339.A","IEZF",NA,"J339.A","J339","Y","Y","paper_732g","Natural Collection","Supplied by John Reilley","Panicum virgatum","9109831",NA,"NA","1/1/12",29.871129,-96.280086,81,"Approx @ County Center","USA","Texas","Austin",NA,39.36,44471181450,296474543,NA,NA,NA,"4X","4X","4X",NA,1008068,"4X",1,NA,"4X","4X","4X",4,"AUSTIN_3",NA,NA,NA
"J341.A","IEZG",NA,"J341.A","J341","Y","Y","paper_732g","Natural Collection","Supplied by John Reilley","Panicum virgatum","RAV",NA,"NA","10/13/13",33.53342,-101.679606,945,NA,"USA","Texas","Lubbock","Ransom Canyon",40,45199849650,301332331,NA,NA,NA,"4X","4X","4X",NA,850068,"4X",1,NA,"4X","4X","4X",4,"RAV","Clusters within Breeding Material from AR; is probably not native","F","F"
"J365.A","IEZI",NA,"J365.A","J365","Y","Y","paper_732g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","TKP1",NA,"NA","7/21/15",40.5037222,-95.22027778,324,NA,"USA","Missouri","Atchison","Site Tarkio Prairie. 5.6 miles west of Elmo",35.72,40360374900,269069166,NA,NA,NA,"4X","4X","4X",NA,1127571,"4X",1,NA,"4X","?X","4X",3,"TKP",NA,NA,NA
"J376.A","IEZJ",NA,"J376.A","J376","Y","Y","paper_732g","Natural Collection","Unknown","Panicum virgatum","9A","GH","NA","1/1/08",43.0086389,-86.2064167,184,NA,"USA","Michigan","Ottawa","Grand Haven High School",35.52,40127656200,267517708,NA,NA,NA,"4X","4X","4X",NA,948233,"4X",1,NA,"4X","?X","4X",3,"GRAND_HAVEN",NA,NA,NA
"J376.B","IEZK",NA,"J376.B","J376","Y","Y","paper_732g","Natural Collection","Unknown","Panicum virgatum","16B","GH","NA","1/1/08",43.0086389,-86.2064167,184,NA,"USA","Michigan","Ottawa","Grand Haven High School",35.75,40390236750,269268245,NA,NA,NA,"4X","4X","4X",NA,858656,"4X",1,NA,"4X","4X","4X",4,"GRAND_HAVEN",NA,NA,NA
"J378.A","IEZL",NA,"J378.A","J378","Y","Y","paper_732g","Natural Collection","Unknown","Panicum virgatum","2A","RM","NA","1/1/08",43.0086389,-86.2212222,190,NA,"USA","Michigan","Ottawa",NA,34.99,39529070400,263527136,NA,NA,NA,"4X","4X","4X",NA,948410,"4X",1,NA,"4X","4X","4X",4,"OTTAWA_MI_1",NA,NA,NA
